Name,Rating,Reviews,Phone,Website,Email,Google Maps URL
Ramerino - Italian Prime Restaurant,N/A,N/A,+1 646-880-7885,https://ramerinoprime.com/,reservations@fabiocucinaitaliana.com,https://www.google.com/maps/place/Ramerino+-+Italian+Prime+Restaurant/data=!4m7!3m6!1s0x89c25900c0bc4039:0xae1de5ed471937c0!8m2!3d40.7509292!4d-73.9814711!16s%2Fg%2F11t363_z40!19sChIJOUC8wABZwokRwDcZR-3lHa4?authuser=0&hl=en&rclk=1
CUT by Wolfgang Puck,N/A,N/A,+1 646-880-7885,https://ramerinoprime.com/,reservations@fabiocucinaitaliana.com,https://www.google.com/maps/place/CUT+by+Wolfgang+Puck/data=!4m7!3m6!1s0x89c25a18e6adbaf3:0x963cb11057e6317c!8m2!3d40.7128554!4d-74.0093466!16s%2Fg%2F11c1vmq0ql!19sChIJ87qt5hhawokRfDHmVxCxPJY?authuser=0&hl=en&rclk=1
Nobu Downtown,N/A,N/A,+1 646-880-1995,https://wolfgangpuck.com/dining/cut-new-york/,lvbanquets@wolfgangpuck.com,https://www.google.com/maps/place/Nobu+Downtown/data=!4m7!3m6!1s0x89c25a19b684cf65:0xd2962999c22f1521!8m2!3d40.7107732!4d-74.0095804!16s%2Fg%2F11dxlg8srv!19sChIJZc-EthlawokRIRUvwpkpltI?authuser=0&hl=en&rclk=1
Jack's Wife Freda,N/A,N/A,+1 212-219-0500,https://www.noburestaurants.com/downtown/home/?utm_source=google&utm_medium=Yext,"downtown@noburestaurants.com, globalpress@noburestaurants.com",https://www.google.com/maps/place/Jack%27s+Wife+Freda/data=!4m7!3m6!1s0x89c25988d7b58803:0x1dd33c62aeb2a76a!8m2!3d40.7221696!4d-73.9974602!16s%2Fg%2F1hcb63ml6!19sChIJA4i114hZwokRaqeyrmI80x0?authuser=0&hl=en&rclk=1
P.J. Clarke's On The Hudson,N/A,N/A,+1 212-510-8550,https://jackswifefreda.com/,Info@jackswifefreda.com,https://www.google.com/maps/place/P.J.+Clarke%27s+On+The+Hudson/data=!4m7!3m6!1s0x89c25a1b0cd3c8cb:0xe29a00ff230959b8!8m2!3d40.7137112!4d-74.0162387!16s%2Fg%2F1w_vp5y6!19sChIJy8jTDBtawokRuFkJI_8AmuI?authuser=0&hl=en&rclk=1
Stage Door Delicatessen,N/A,N/A,+1 212-285-1500,http://pjclarkes.com/location/on-the-hudson/,"carousel-sprite-right@2x-e1717057256346.png, carousel-sprite-right@2x-1-e1717057322793.png, accordian-minimize@2x-e1716806546465.png, accordian-expanded@2x-e1716806579846.png, carousel-sprite-left@2x-1-e1717057286359.png, carousel-sprite-left@2x-e1717057244634.png",https://www.google.com/maps/place/Stage+Door+Delicatessen/data=!4m7!3m6!1s0x89c25a19074a384d:0xe3e365f50791929d!8m2!3d40.712115!4d-74.0097029!16s%2Fg%2F1tglzxfb!19sChIJTThKBxlawokRnZKRB_Vl4-M?authuser=0&hl=en&rclk=1
Pisillo Italian Panini,N/A,N/A,+1 212-791-5252,http://www.stagedoordeliwtc.com/,,https://www.google.com/maps/place/Pisillo+Italian+Panini/data=!4m7!3m6!1s0x89c25a186dcaebd7:0xc40e8550aee41fba!8m2!3d40.710554!4d-74.007593!16s%2Fg%2F1q64gyql1!19sChIJ1-vKbRhawokRuh_krlCFDsQ?authuser=0&hl=en&rclk=1
The Smith,N/A,N/A,+1 212-420-9800,https://thesmithrestaurant.com/location/east-village/,"hr@ctrnyc.com, careers@ctrnyc.com",https://www.google.com/maps/place/The+Smith/data=!4m7!3m6!1s0x89c2599c01bd7a71:0x4866a7e166969e67!8m2!3d40.7310104!4d-73.9885813!16s%2Fg%2F1tjypmxf!19sChIJcXq9AZxZwokRZ56WZuGnZkg?authuser=0&hl=en&rclk=1
Jose Luis Little Italy,N/A,N/A,+1 212-420-9800,https://thesmithrestaurant.com/location/east-village/,"hr@ctrnyc.com, careers@ctrnyc.com",https://www.google.com/maps/place/Jose+Luis+Little+Italy/data=!4m7!3m6!1s0x89c25b0a0329d44b:0x96d4037c5ce8e65!8m2!3d40.7176916!4d-73.9984062!16s%2Fg%2F11sfsfgxn4!19sChIJS9QpAwpbwokRZY7OxTdAbQk?authuser=0&hl=en&rclk=1
Aroydee Thai Kitchen,N/A,N/A,+1 212-528-9922,http://aroydeethainyc.com/,"8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com",https://www.google.com/maps/place/Aroydee+Thai+Kitchen/data=!4m7!3m6!1s0x89c25a182f00e1bf:0xba14a1d43d8687f6!8m2!3d40.7097945!4d-74.0089157!16s%2Fg%2F12hn4nc7h!19sChIJv-EALxhawokR9oeGPdShFLo?authuser=0&hl=en&rclk=1
Monkey Bar,N/A,N/A,+1 212-528-9922,http://aroydeethainyc.com/,"8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com",https://www.google.com/maps/place/Monkey+Bar/data=!4m7!3m6!1s0x89c258fb1466d69b:0x58ecf24f96cc68e0!8m2!3d40.7598982!4d-73.9732046!16s%2Fm%2F020f67c!19sChIJm9ZmFPtYwokR4GjMlk_y7Fg?authuser=0&hl=en&rclk=1
Imm Thai NYC,N/A,N/A,+1 212-404-0365,https://nycmonkeybar.com/,"user@domain.com, contact@nycmonkeybar.com",https://www.google.com/maps/place/Imm+Thai+NYC/data=!4m7!3m6!1s0x89c25b11b7dabc2f:0x2dedaab79ce5686!8m2!3d40.7097915!4d-74.0079322!16s%2Fg%2F11v5dk75wx!19sChIJL7zatxFbwokRhlbOeava3gI?authuser=0&hl=en&rclk=1
7th Street Burger Financial District,N/A,N/A,+1 212-404-0365,https://nycmonkeybar.com/,"user@domain.com, contact@nycmonkeybar.com",https://www.google.com/maps/place/7th+Street+Burger+Financial+District/data=!4m7!3m6!1s0x89c25be6cb435b3d:0x172a6c3b787b5636!8m2!3d40.7097915!4d-74.0079322!16s%2Fg%2F11t_t_sdk8!19sChIJPVtDy-ZbwokRNlZ7eDtsKhc?authuser=0&hl=en&rclk=1
Time Out Market New York,N/A,N/A,+1 877-245-9368,https://locations.7thstreetburger.com/locations/ny/new-york/80-nassau-st,"user@domain.com, info@7thstreetburger.com",https://www.google.com/maps/place/Time+Out+Market+New+York/data=!4m7!3m6!1s0x89c25bac5902a3f5:0xd416713099467264!8m2!3d40.7034205!4d-73.9921457!16s%2Fg%2F11fl78mh38!19sChIJ9aMCWaxbwokRZHJGmTBxFtQ?authuser=0&hl=en&rclk=1
Jungsik,N/A,N/A,+1 212-219-0900,https://www.timeoutmarket.com/newyork/,infonyc@timeoutmarket.com,https://www.google.com/maps/place/Jungsik/data=!4m7!3m6!1s0x89c25a1fd1cd24a5:0xe06d9ff42b6b6f23!8m2!3d40.7188267!4d-74.0090751!16s%2Fg%2F1tf_p6n1!19sChIJpSTN0R9awokRI29rK_SfbeA?authuser=0&hl=en&rclk=1
Casa D'angelo New York,N/A,N/A,+1 212-219-0900,http://www.jungsik.com/,"career@jungsik.com, info@jungsik.com",https://www.google.com/maps/place/Casa+D%27angelo+New+York/data=!4m7!3m6!1s0x89c259884a67180b:0xfb2d16b47e2465c6!8m2!3d40.7188063!4d-73.9972296!16s%2Fg%2F1thd7lnm!19sChIJCxhnSohZwokRxmUkfrQWLfs?authuser=0&hl=en&rclk=1
Smyth Tavern,N/A,N/A,+1 212-804-8656,http://www.cangelomulberry.com/,cangelony@gmail.com,https://www.google.com/maps/place/Smyth+Tavern/data=!4m7!3m6!1s0x89c25b95992dfb05:0xe309e8e4ccbda2e3!8m2!3d40.7152206!4d-74.009131!16s%2Fg%2F11t0w6g5dv!19sChIJBfstmZVbwokR46K9zOToCeM?authuser=0&hl=en&rclk=1
STATE Grill and Bar,N/A,N/A,+1 646-813-9090,https://www.smythtavern.com/,"user@domain.com, INFO@SMYTHTAVERN.COM",https://www.google.com/maps/place/STATE+Grill+and+Bar/data=!4m7!3m6!1s0x89c259a9adaea99d:0xd08d4bbb5dd88982!8m2!3d40.7485505!4d-73.9859262!16s%2Fg%2F11b69zvbdq!19sChIJnamuralZwokRgonYXbtLjdA?authuser=0&hl=en&rclk=1
Marcellino,N/A,N/A,+1 212-216-9693,https://www.patinagroup.com/state-grill-and-bar,,https://www.google.com/maps/place/Marcellino/data=!4m7!3m6!1s0x89c25988ee13ba41:0x36b6f3abcff24f67!8m2!3d40.7206548!4d-73.9966534!16s%2Fg%2F11h193dp47!19sChIJQboT7ohZwokRZ0_yz6vztjY?authuser=0&hl=en&rclk=1
Wall Street Grill,N/A,N/A,+1 212-216-9693,https://www.patinagroup.com/state-grill-and-bar,,https://www.google.com/maps/place/Wall+Street+Grill/data=!4m7!3m6!1s0x89c25a166b5a4727:0xbff33603d485f01b!8m2!3d40.7049874!4d-74.00857!16s%2Fg%2F11c46h1l7y!19sChIJJ0daaxZawokRG_CF1AM2878?authuser=0&hl=en&rclk=1
The Capital Grille,N/A,N/A,+1 212-635-5757,http://www.wallstreetgrill.com/,info@wallstreetgrill.com,https://www.google.com/maps/place/The+Capital+Grille/data=!4m7!3m6!1s0x89c25903b1ac7547:0x8d68703b41926e2c!8m2!3d40.7539284!4d-73.9763453!16s%2Fg%2F1tjds7g7!19sChIJR3WssQNZwokRLG6SQTtwaI0?authuser=0&hl=en&rclk=1
Saga,N/A,N/A,+1 212-548-8338,https://www.thecapitalgrille.com/locations/ny/new-york/nyc-metlife-building/8074?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:new-york-ny-8074_pl:locurl_rd:1067,,https://www.google.com/maps/place/Saga/data=!4m7!3m6!1s0x89c25b4694429965:0xd9e636f1f9b43f66!8m2!3d40.7065047!4d-74.0077715!16s%2Fg%2F11qg9v23sc!19sChIJZZlClEZbwokRZj-0-fE25tk?authuser=0&hl=en&rclk=1
NOMO Kitchen,N/A,N/A,+1 212-339-3963,https://www.saga-nyc.com/,reservations@saga-nyc.com,https://www.google.com/maps/place/NOMO+Kitchen/data=!4m7!3m6!1s0x89c259898f80550d:0xc21d9318780a0489!8m2!3d40.7198649!4d-74.000234!16s%2Fg%2F11c1qd56mg!19sChIJDVWAj4lZwokRiQQKeBiTHcI?authuser=0&hl=en&rclk=1
Lucciola,N/A,N/A,+1 646-218-6449,https://www.nomosoho.com/nomo-soho-kitchen/,info@nomosoho.com,https://www.google.com/maps/place/Lucciola/data=!4m7!3m6!1s0x89c25883220fffff:0xbb74e02ccfb8a2bf!8m2!3d40.7903738!4d-73.9727097!16s%2Fg%2F11f2y0g8l2!19sChIJ__8PIoNYwokRv6K4zyzgdLs?authuser=0&hl=en&rclk=1
The Best Of New York Food,N/A,N/A,+1 212-952-1890,https://www.nomosoho.com/nomo-soho-kitchen/,info@nomosoho.com,https://www.google.com/maps/place/The+Best+Of+New+York+Food/data=!4m7!3m6!1s0x89c25a3d865af0af:0x2bb5af1b36705645!8m2!3d40.7064364!4d-74.00598!16s%2Fg%2F1tf0rjrc!19sChIJr_Bahj1awokRRVZwNhuvtSs?authuser=0&hl=en&rclk=1
SUteiShi Japanese Restaurant,N/A,N/A,+1 212-952-1890,N/A,N/A,https://www.google.com/maps/place/SUteiShi+Japanese+Restaurant/data=!4m7!3m6!1s0x89c25a3cb7421a1b:0xc1031f3654cc2e59!8m2!3d40.707806!4d-74.00185!16s%2Fg%2F1td9x0wg!19sChIJGxpCtzxawokRWS7MVDYfA8E?authuser=0&hl=en&rclk=1
La Diáspora Bar & Restaurant,N/A,N/A,+1 516-619-2177,http://www.suteishi.com/,katie@suteishi.com,https://www.google.com/maps/place/La+Di%C3%A1spora+Bar+%26+Restaurant/data=!4m7!3m6!1s0x89c25bad56add821:0x62b8f2d4cc11bdca!8m2!3d40.7168422!4d-73.9994445!16s%2Fg%2F11sj6w6zsw!19sChIJIditVq1bwokRyr0RzNTyuGI?authuser=0&hl=en&rclk=1
Eleven Madison Park,N/A,N/A,+1 516-619-2177,https://www.diasporaofnyc.com/,,https://www.google.com/maps/place/Eleven+Madison+Park/data=!4m7!3m6!1s0x89c259a6cfd76611:0x5654dfd3ae8aa92c!8m2!3d40.7416519!4d-73.9872353!16s%2Fm%2F0h5697k!19sChIJEWbXz6ZZwokRLKmKrtPfVFY?authuser=0&hl=en&rclk=1
Cowgirl SeaHorse,N/A,N/A,+1 516-619-2177,https://www.diasporaofnyc.com/,,https://www.google.com/maps/place/Cowgirl+SeaHorse/data=!4m7!3m6!1s0x89c25a3b552986db:0x805ad37890d253b0!8m2!3d40.7082332!4d-74.0005406!16s%2Fg%2F1tgn5npc!19sChIJ24YpVTtawokRsFPSkHjTWoA?authuser=0&hl=en&rclk=1
Friedman's,N/A,N/A,+1 212-608-7873,http://www.cowgirlseahorse.com/,info@cowgirlseahorse.com,https://www.google.com/maps/place/Friedman%27s/data=!4m7!3m6!1s0x89c259af22fb0c51:0x6b78c8ca952665f4!8m2!3d40.7485089!4d-73.9908866!16s%2Fg%2F1pp2tz8tp!19sChIJUQz7Iq9ZwokR9GUmlcrIeGs?authuser=0&hl=en&rclk=1
Gran Morsi,N/A,N/A,+1 212-971-9400,https://www.friedmansrestaurant.com/,,https://www.google.com/maps/place/Gran+Morsi/data=!4m7!3m6!1s0x89c25a1f4bae8b49:0x66d0a03115cebaca!8m2!3d40.714315!4d-74.007766!16s%2Fg%2F11b6q04lr6!19sChIJSYuuSx9awokRyrrOFTGg0GY?authuser=0&hl=en&rclk=1
Ferrara Bakery & Cafe,N/A,N/A,+1 212-577-2725,http://www.granmorsi.com/,"user@domain.com, info@granmorsi.com",https://www.google.com/maps/place/Ferrara+Bakery+%26+Cafe/data=!4m7!3m6!1s0x89c2598846142f4f:0xa304d8316018d607!8m2!3d40.7190779!4d-73.9970913!16s%2Fm%2F0n47fb1!19sChIJTy8URohZwokRB9YYYDHYBKM?authuser=0&hl=en&rclk=1
Serafina Tribeca,N/A,N/A,+1 212-577-2725,http://www.granmorsi.com/,"user@domain.com, info@granmorsi.com",https://www.google.com/maps/place/Serafina+Tribeca/data=!4m7!3m6!1s0x89c25a1f186145fb:0x18a6f90645fcc92!8m2!3d40.7155048!4d-74.0089451!16s%2Fg%2F11fxqhb3fj!19sChIJ-0VhGB9awokRksxfZJBvigE?authuser=0&hl=en&rclk=1
Cafe Commerce,N/A,N/A,+1 212-766-2700,https://www.serafinarestaurant.com/,,https://www.google.com/maps/place/Cafe+Commerce/data=!4m7!3m6!1s0x89c25991317112a5:0x18a2dbe6a91d02b8!8m2!3d40.7694419!4d-73.9632635!16s%2Fg%2F11lf7ct08h!19sChIJpRJxMZFZwokRuAIdqebbohg?authuser=0&hl=en&rclk=1
Tiny's & The Bar Upstairs,N/A,N/A,+1 212-766-2700,https://www.serafinarestaurant.com/,,https://www.google.com/maps/place/Tiny%27s+%26+The+Bar+Upstairs/data=!4m7!3m6!1s0x89c25a1fa03baed9:0x5b7791b268a69b8f!8m2!3d40.7167417!4d-74.008025!16s%2Fg%2F1tg690f7!19sChIJ2a47oB9awokRj5umaLKRd1s?authuser=0&hl=en&rclk=1
Ramen By Ra,N/A,N/A,+1 212-374-1135,http://www.tinysnyc.com/,,https://www.google.com/maps/place/Ramen+By+Ra/data=!4m7!3m6!1s0x89c259852ae40001:0x2b635c32bc6c6017!8m2!3d40.7235662!4d-73.9888061!16s%2Fg%2F11y270tpx1!19sChIJAQDkKoVZwokRF2BsvDJcYys?authuser=0&hl=en&rclk=1
Tria Bakery Cafe Diner,N/A,N/A,+1 212-374-1135,http://www.tinysnyc.com/,,https://www.google.com/maps/place/Tria+Bakery+Cafe+Diner/data=!4m7!3m6!1s0x89c25a268633583d:0x43d5b26d920f04c!8m2!3d40.7132337!4d-73.9979087!16s%2Fg%2F11bxc5r289!19sChIJPVgzhiZawokRTPAg2SZbPQQ?authuser=0&hl=en&rclk=1
"One if by Land, Two if by Sea",N/A,N/A,+1 212-406-3653,http://www.triadinerbakery.com/,,"https://www.google.com/maps/place/One+if+by+Land,+Two+if+by+Sea/data=!4m7!3m6!1s0x89c259938fdac797:0x4e32d9fa927cb0b9!8m2!3d40.732548!4d-74.0026278!16s%2Fm%2F0n48_nn!19sChIJl8faj5NZwokRubB8kvrZMk4?authuser=0&hl=en&rclk=1"
Musaafer,N/A,N/A,+1 212-605-0444,N/A,N/A,https://www.google.com/maps/place/Musaafer/data=!4m7!3m6!1s0x89c25b0003b521d3:0x5aff9b19dec3fd45!8m2!3d40.7163245!4d-74.0075569!16s%2Fg%2F11xvgmcx32!19sChIJ0yG1AwBbwokRRf3D3hmb_1o?authuser=0&hl=en&rclk=1
Tsubame | Kaiseki Inspired Omakase,N/A,N/A,+1 212-605-0444,N/A,N/A,https://www.google.com/maps/place/Tsubame+%7C+Kaiseki+Inspired+Omakase/data=!4m7!3m6!1s0x89c25b25a43e281d:0x4a4a71aec5ea7900!8m2!3d40.7130563!4d-74.0083157!16s%2Fg%2F11kpy3f56m!19sChIJHSg-pCVbwokRAHnqxa5xSko?authuser=0&hl=en&rclk=1
